IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
44090-6402;20130102;insucesso;3;1;1;1;;92;7;;3;5;;2;;;28;1;19;;5;;;;2;2;28;;14;7;3;;1;;;;1;4;;;;2;2;3;3;9;1;1;1;3;;1;2;1;1;2;2;1;;1;;1;30;5;;1;11;;2;2;;3;2;1;;46;7;;2;26;2;8;2;2;2;2;4;1;4;1;9;;8;4;64;1;1;5;1;31;;1;18;10;3;2;1;5;5;6;5;5;3;11;8;;8;1;1;;9;3;2;;9;3;2;1;1;1;1;;2;2;3;2;1;1;6;;;;1;1;1;1;1;51;26;13;9;6;;1;1;;1;1;813
44109-6402;20130102;insucesso;;;;;;27;1;;1;;;;;;3;1;1;;;;;;;;15;;3;;;;;;;;;;;;3;1;1;;;;;;;;;;;;;;;;;;;;3;;;;1;;;;;1;;;;9;5;;2;3;;1;;;1;;1;1;;;1;;1;1;22;;;3;;7;;1;;;;;;;;1;1;;;2;2;2;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;4;1;;;;4;4;150
44112-7114;20130202;insucesso;1;1;1;1;;54;5;;2;7;2;3;1;;2;1;;;;;;;;;14;;4;;;;;;;3;;8;;;;;;;;17;1;1;1;9;2;2;4;;3;1;1;1;1;1;;;1;;;;;;;;;;;;1;4;2;;1;1;;;;;;;2;;1;;2;1;1;1;29;3;3;;;7;;;;;;;;;;;;;;1;1;;1;;;;1;1;;;1;1;;;;;;;;;1;1;1;1;7;2;1;;;;;10;9;2;;;;12;2;9;8;;;;288
44113-6402;20130102;insucesso;;;;;;3;;;;;;;;;2;;1;;;;;;;;1;;;;;;;;;;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;3;1;;1;1;;;;;1;;;;3;1;;;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;28
44118-6402;20130102;insucesso;1;;1;;;13;;;;4;;1;;;1;;;;;;;1;;;5;;1;;;;;;;;;;;;;;;;;9;;;;1;;;1;;4;;;;;;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;1;1;;;;;;;11;;5;;;3;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;74
44127-6402;20130102;insucesso;;;;;;19;2;;1;;;;2;1;3;;3;;;;;;;;7;;3;1;;;2;1;;1;;;;;;;;;;1;;;;;;;;;;;;;;2;;1;6;3;;2;3;;2;;;;;2;1;7;2;;1;5;;2;1;;;;;;1;1;;;;;25;;;1;;11;;;3;1;;;;1;1;2;2;2;;8;5;1;3;1;1;1;24;5;2;;9;3;2;5;2;5;2;4;;;;;;;3;;;1;1;;;;;;;;;1;1;;;;;;228
44176-7114;20130202;insucesso;2;;2;2;;38;1;;;1;;;;;4;;2;;;;;1;;;13;;4;2;1;;3;2;2;;;;;;;;;;;11;2;2;2;3;;;1;;2;;;;;;;;2;;;;;;;;;;;1;;8;;;;2;;;;;;;2;;2;;;;;;49;;4;2;;22;4;1;12;5;3;2;1;1;;2;1;1;;16;11;1;6;3;2;2;16;6;3;2;10;6;3;4;2;2;2;2;1;1;2;;;2;;;;;;;;2;2;6;1;;;3;;2;2;1;;;354
44195-6402;20130102;SUCESSO;2;;2;2;;38;3;;;1;;;;;3;;2;;1;1;1;;;;9;;4;2;;;1;1;;;1;1;;;;1;1;;;7;2;2;2;1;;;1;;1;;;;;1;;;10;;;;6;;3;1;1;2;;;2;12;;;;7;;5;2;1;1;;1;1;1;1;2;;1;1;26;2;1;;;9;;;3;;;;;4;;5;4;2;;10;8;;3;;;;18;5;3;;5;3;3;;;;;;2;;2;;;2;8;;;;1;1;;3;2;1;;;;6;;2;2;1;;;302
44196-6400;20130102;insucesso;2;1;1;1;;19;2;;2;4;;;;;4;1;1;;;;;;1;1;8;;2;;;;1;1;1;;1;2;;;;;;;;7;1;1;1;1;1;;;4;;1;1;1;1;5;5;;4;1;;;;;;;;;;;;9;2;;;3;;;;;;;;;;1;4;1;1;;18;;2;2;;4;;;;;;;;;;;;;;1;1;1;1;;;;3;2;;1;3;1;;1;1;;;;;;2;1;1;1;2;;1;;2;;;;;4;;;;3;;;;;;;171
44258-7297;20130202;SUCESSO;2;;2;2;;24;3;;1;1;;;1;;1;1;;;;;;;;;12;2;1;1;1;1;;;;;;;;;;;;;;10;1;1;1;;;;1;;;;;;;2;1;;2;;;;1;;;;;;;1;;3;1;1;1;2;;1;;;;;1;1;;;;;;;22;1;4;2;;6;;1;6;5;3;3;3;;;1;1;1;;1;1;;1;;;;1;;;;1;;;;;;;;;;2;;;2;;;;;;;;1;1;;;;;1;;1;1;;;;161
44332-6401;20130102;insucesso;2;1;1;1;;103;13;3;1;23;4;;1;;6;;4;;;;;;1;1;16;;3;;;;2;2;;1;5;3;;;;;;;;37;;;;6;;1;2;4;1;1;1;1;3;9;6;1;15;2;;;;;;;;9;4;;;18;2;;;12;2;;;;8;3;;;;2;12;7;9;5;32;2;2;3;3;7;;1;1;1;1;;;;;2;1;;;9;8;2;2;;;;12;3;1;;3;;;;;;;;5;3;2;1;1;1;9;4;3;;10;5;4;;;;;;;6;1;;;;1;;532
44389-6402;20130102;insucesso;;;;;;40;4;;1;2;;;8;7;7;;5;;;;;1;8;5;8;;1;1;;;1;1;1;;;;;;1;2;1;1;1;12;;;;;;;;1;5;;;;;8;1;7;15;2;;;4;;2;1;;4;3;1;1;21;3;;;12;1;2;;;2;2;4;2;;;11;;9;2;25;;;;;8;;;5;3;1;;;;;;;;2;3;2;;1;1;;;2;1;;;1;1;;1;1;;;;1;;1;;;;2;;;;;;;;;;;;;1;;;;;2;;310
44530-6402;20130102;insucesso;;;;;;5;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;7;;1;;;1;;;;;;;;;;;;;;2;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28
44845-7114;20130202;insucesso;;;;;;20;;;;;;;;;5;3;;;;;;1;;;5;;3;1;;;;;;;;;;;;1;1;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;9;6;;2;2;;;;;1;;1;;;1;1;1;;;12;;;1;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;1;;;;;1;;1;1;;;;92
44965-7297;20130202;SUCESSO;1;;1;1;;35;;;;7;1;1;;;11;1;5;1;1;;1;1;;;12;3;1;1;;;;;;;;1;;;;2;2;2;2;12;1;1;1;2;;1;3;;4;;;;;1;1;;15;4;;;4;1;1;1;1;2;1;;;21;3;;2;12;2;3;1;1;1;1;1;1;3;1;;;;;28;2;5;3;;4;;1;2;;;;;1;;4;1;;;4;2;;;;;;3;;;;;;;;;;;;;;1;;;1;1;1;;;;;;2;1;2;;;;3;;2;1;1;;;280
Total Geral;#N/D;#N/D;857;386;458;404;120;21732;1596;93;351;2432;426;238;633;290;2946;285;1611;177;426;141;143;285;274;96;5496;127;1808;753;400;231;616;491;236;270;335;710;140;127;92;548;516;393;383;5410;314;314;285;1238;102;272;500;132;442;299;299;274;178;1096;292;499;5661;1123;166;243;1734;168;821;436;175;878;523;328;315;7129;1034;131;259;4097;616;1240;596;321;604;369;703;351;506;338;733;101;475;288;16628;358;635;997;438;5288;124;450;2210;1156;666;443;299;299;91;740;519;244;112;2482;1915;102;933;532;354;92;4078;829;374;94;1579;512;226;788;324;496;216;275;315;98;869;435;386;406;1749;335;154;105;574;321;258;804;649;2737;971;445;242;1733;94;650;569;266;306;117;157966
