IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;44>;44>14>;44>14>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
27482-4917;20120201;insucesso;2;;1;1;;25;2;1;1;;4;1;;;;1;;1;;1;;;;;;2;;;1;1;;;;;;;1;;;;;;;;6;1;1;1;3;1;;;;3;1;1;;;;;;1;;;;;1;;1;1;;1;1;;;;1;;;;1;;1;1;1;1;;;;1;;;;;;7;;1;1;;3;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;1;;;;;1;;1;1;1;;;;;1;;1;1;;;;104
27482-5799;20130101;insucesso;3;3;;;;15;1;;;1;3;;;;;2;;;;;;;1;;;5;;;1;1;1;1;;;;;1;;;;;;;;3;;;;3;;;;;;3;3;3;;;;;1;;;;;;;;;;1;;;;;3;;;;1;;;;;1;;1;;2;;;;;;7;;;;;3;;;;1;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;1;;1;;;;;;;;;;;;;;90
27482-6590;20130201;insucesso;;;;;;13;;;;;1;;1;;;4;;3;;;;;1;;;3;;;3;2;2;2;;;;;;;;;1;1;;;1;;;;;;;1;;1;;;;;;;;4;;;;;;;;;;;;;1;;5;;;;4;;;;;;;1;1;;;;;;;5;;;;;5;;;;3;;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;77
27532-4114;20120101;SUCESSO;2;1;1;1;1;25;1;;;;2;;;;;3;2;1;;;;;;;;9;;;4;;;;2;2;;;1;;;;;;1;1;3;1;1;1;2;;;1;;1;1;1;1;;;;;4;;;;;1;;;;;1;;;1;1;5;3;;1;2;;1;;;1;;;;;1;;;;;32;;;2;1;11;;;;1;;;;;;;;;;;;3;;3;;1;1;1;4;2;;3;2;;2;1;2;1;1;;;2;1;1;1;5;1;;;5;4;1;;;;;;;;;;;;;;190
27587-4917;20120201;insucesso;;;;;;3;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9
27630-4114;20120101;insucesso;2;;2;2;;37;1;;;;2;;;;;3;;2;;1;;;;;;13;;1;5;3;;;1;1;;;5;;;;2;2;;;5;2;2;2;4;1;2;2;;;;;;;;;;6;;;;;2;;2;;;3;2;;;;9;3;;1;6;;2;2;;3;2;;;;;;;;;36;;1;2;2;17;;1;1;12;;8;5;3;1;1;;2;;;;3;;1;;1;1;1;2;;;1;;;1;;1;;1;1;1;2;;;2;3;;;;6;3;3;;;;;;;;;;;;;;274
27630-6895;20130201;insucesso;2;;2;2;;27;6;2;1;4;2;;;;;7;;4;;;;;;;;14;;1;5;3;;;1;1;;;;;;;2;2;1;1;3;2;2;2;1;;1;;;;;;;;;;;8;3;;;1;1;1;;;;1;;;1;;12;6;;3;7;2;;;;1;;;;;;;;;;19;;;3;2;7;;2;1;3;;;;;;;;;;;;1;;1;;1;;;1;1;1;1;1;1;;;;;;;;2;;;2;;;;;;;;3;3;;;;;2;;2;2;;;;210
27747-5061;20120201;insucesso;4;1;4;4;;83;8;;1;;19;4;;;;3;;1;;;;;;;;9;;;;;;;;;;3;2;2;;;1;1;1;1;44;3;3;3;13;5;;;6;;1;1;1;2;8;4;5;20;11;;;;1;;;;;7;3;1;;;15;3;;;11;5;;;;6;2;;;;1;3;3;;;32;;2;1;1;8;1;;;1;;;;;;;;1;1;;;2;;2;;;;;6;1;;3;1;;1;1;;;;;;4;1;1;4;9;4;2;2;6;4;3;3;3;10;;;;6;;3;3;1;4;3;484
27760-6030;20130101;insucesso;1;1;;;;18;4;;1;;5;1;2;5;2;1;;;;;;;;;;4;;;2;1;1;1;;;;1;;;;;;;;;17;;;;5;2;1;2;1;1;1;1;1;;8;2;4;2;;;;;1;;;;;1;;;;;5;;;;2;;1;;;;;;;1;;1;1;;;11;1;5;;;5;3;;;2;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;1;1;;;;;;;;;;;;;;;;;;;149
27760-6895;20130201;insucesso;2;;1;;;18;8;1;1;2;3;1;1;4;1;3;;;;;;;3;2;;7;;;5;4;4;4;;;;;;;;;1;1;;;5;1;1;;3;1;;1;;;1;1;;;6;4;1;1;1;;;;;;;;;;;;;;5;2;;;1;1;;;;;;4;1;1;;2;1;;;10;;1;1;;5;;1;;4;;4;4;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;1;;;;;;;;;;;;;;;;;;;;163
27780-5799;20130101;insucesso;;;;;;21;1;;;1;;;;1;1;;;;;;;;;;;12;;;4;1;1;1;2;2;;;;;;;;;;;3;;;;2;;2;2;;;;;;;2;;1;;;;;;;;;;;;;;;;2;1;;1;;;;;;;;;;;1;;;;;36;1;;;;15;;;;4;;2;2;2;1;;;2;2;1;;4;;4;2;2;1;1;4;4;3;2;2;2;1;1;1;;;;;;;;;1;;;;;;;2;1;;;;;2;;1;1;;;;175
27780-7297;20130202;insucesso;;;;;;3;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
27820-5061;20120201;insucesso;2;1;1;1;;40;2;;;2;6;;2;;;3;;2;;;;;1;;;14;;;5;;;;1;;;;;1;;;3;1;1;1;13;1;1;1;3;1;;3;;1;1;1;1;;;;;7;2;;;;2;;1;;;1;;;1;;11;1;;1;5;1;2;1;;;;3;2;4;2;;;;;49;;2;1;;14;;;;3;;1;1;;;3;2;4;2;1;;7;2;4;;3;1;1;7;3;1;4;3;1;2;2;2;;;;;2;1;1;1;2;;;;;;;;;15;12;8;;3;;;;;;;335
27889-5061;20120201;SUCESSO;3;1;2;2;;36;7;;;3;12;1;;;;;;;;;;;;;;7;;;;;;;;;;1;;1;;;1;1;;;14;1;1;1;2;;;;;;1;1;1;;4;;2;1;;;;;;;;;;1;;;;;3;1;;;1;;;;;1;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;2;1;;;;;;;;;;;;;2;;;;;;;133
27928-5384;20120202;insucesso;;;;;;9;2;;;;1;1;;;;5;;2;;;;;1;;;1;;;1;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;3;;;;;;;;;;2;1;;1;;5;2;;1;3;;;;;2;1;1;1;1;;;;;;3;;;1;1;2;;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;1;1;;;;64
28027-4114;20120101;insucesso;2;2;1;1;;23;;;;;5;;2;;;1;;;;;;;1;;;7;;;2;1;1;;1;1;;1;2;;;;;;;;7;1;1;1;1;;;4;;1;2;2;2;;;;;3;;;;;;;;;;;;;;;3;1;;;1;;;;;;;1;1;;;;;;;13;;1;1;;5;;1;;3;;2;1;1;1;;;;;;1;2;;2;2;1;;;2;2;1;1;;;;;;;;;;2;2;2;1;4;1;;;3;3;3;;;;;;;1;;;;;;;151
28062-7114;20130202;insucesso;1;;1;1;;38;5;;;2;12;4;1;1;1;5;;3;;;;;1;;;7;;;4;2;1;;;;;;;;;;1;1;;;16;1;1;1;6;3;1;1;1;;;;;1;2;1;1;5;1;;;;;;;;;1;;;;1;8;2;;;4;1;;;;1;;2;;1;3;;;;;20;;4;;;8;2;;;3;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;1;3;2;1;;1;;;;;;;;;2;;;;;;;208
28101-5384;20120202;insucesso;2;1;1;1;;14;3;;1;1;5;;1;;;;;;;;;;;;;3;;;1;;;;;;;;;;;;;;;;11;;;;1;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;13;;2;1;;5;2;;;;;;;;;;;1;1;;;2;;2;;1;1;1;3;;;1;;;1;;1;;1;;;2;1;1;1;;;;;;;;;;;;;;;;;;;;;97
28101-7297;20130202;insucesso;2;2;;;;18;2;;;2;4;;1;;;1;;;;;;;;;;7;;;2;;;;;;;;;1;;;1;1;;;5;;;;3;1;;1;;1;1;1;1;;;;;1;;;;;;;;;;;;;1;;4;1;;;1;;;;;;;;;1;;;;;;18;1;1;1;;5;;1;;2;;1;1;;;;;;;;;1;;1;;1;1;1;2;1;;1;;;1;;1;;;;;2;2;2;;;;;;;;;3;2;1;;;;3;;2;2;1;;;129
28136-4114;20120101;insucesso;2;1;1;;;14;2;;;;1;;;;;;;;;;;;;;;5;;;3;1;;;;;;;;1;;;;;;;4;1;1;;1;;;;;1;1;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;;;6;;;;3;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;1;;;;;;;;;;;;;1;;;;;;;70
28164-4114;20120101;insucesso;1;;1;1;;55;1;;;1;5;;;;;20;;10;;1;;;1;;;13;;2;1;;;;;;;;4;1;;;5;5;3;3;7;;;;1;;1;;;;;;;;;;;19;4;;;1;3;2;;;;1;1;1;1;3;35;5;;;15;;3;;;1;1;1;1;2;;1;;1;;26;;;4;1;1;;1;;;;;;;;;;1;1;;;3;;3;1;;;;3;1;1;;;;;;;;;;;1;;;1;8;1;;;7;4;5;1;1;;;;;1;;1;1;;1;;325
28164-5799;20130101;insucesso;1;;1;1;;55;1;;;;3;;;;;33;;11;;;;;6;;;5;;1;1;;;;;;;1;;;;;3;3;1;1;6;1;1;1;1;;;;1;2;;;;;1;;1;18;;;;;;;;;;2;;1;4;2;45;1;;;17;;;;;2;;6;3;6;;1;;;;32;;;3;1;8;;1;1;2;;1;;;;;;;;;;1;;1;;;;;3;1;1;;;;;;;;;;;1;;;1;5;;;1;;;;3;3;10;8;6;;5;;3;3;1;;;357
28164-6590;20130201;SUCESSO;1;;1;;;62;4;;;1;8;1;;;;13;;6;2;;;;1;;;8;1;;4;1;1;1;;;;2;11;2;;;2;2;;;14;1;1;;2;;;5;;4;;;;;1;;;15;6;2;1;;2;1;1;1;;;;;2;;25;3;;;12;4;2;1;1;;;2;;2;2;;;;;29;;2;5;3;9;;2;;2;1;2;1;1;1;;;;;;;1;;1;;;;;1;;;;;;;;;;;1;;1;;;;15;3;;;12;10;12;;;25;11;5;3;2;;;;2;;;411
28177-4114;20120101;insucesso;2;1;1;1;;36;7;1;1;3;3;;1;2;1;1;;1;;;;;;1;;14;;;3;1;1;1;1;;;1;;2;;;;;;;8;1;1;1;2;;2;4;;2;;;;2;3;1;1;7;4;;;2;2;1;1;1;;2;2;;;;8;;;;4;1;2;1;1;;;1;;1;1;3;;2;2;38;1;;2;;11;;;;3;;2;2;1;;1;1;5;3;2;2;7;2;4;2;2;2;1;4;3;2;2;1;;2;1;1;;1;3;3;2;1;1;1;4;1;;1;2;1;1;3;1;16;4;2;;4;;2;1;1;;;330
28198-5490;20120202;insucesso;1;;1;1;;32;1;;;;2;;;2;;1;;;;;;;;;;9;;;3;1;1;;3;3;;;;1;;;;;;;4;1;1;1;;;;;;1;;;;;2;1;;3;;;;;3;;1;1;;;;;;;5;;;;3;;3;1;1;;;;;;;;;;;17;1;;1;1;9;;;;3;;1;;;;1;;1;;;;7;1;5;;1;;;10;3;2;4;2;1;2;2;2;;1;1;1;1;;;1;;;;;;;;1;1;;;;;2;;;;;;;180
28250-4917;20120201;SUCESSO;4;2;2;2;9;61;2;;;;5;;;;;13;;4;1;;;1;5;;;20;;;7;3;2;1;;;;3;;;;;3;2;3;3;11;1;1;1;2;;;;;;1;1;1;;;;;11;3;;;1;1;;;;;2;;;;3;31;5;1;3;9;2;1;;;1;;9;;1;2;;;;;49;1;1;7;3;13;;1;;5;;2;1;1;1;;;;;;;2;;2;;1;1;1;5;1;;1;1;;1;1;1;1;;;;4;2;2;2;14;1;;;;;;3;1;;;;;2;1;1;1;;;;401
28256-5061;20120201;insucesso;;;;;;5;;;;;;;;;;1;;1;;1;;;;;;1;;1;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;3;;;;;2;;1;1;;;;;1;;3;2;;1;3;;2;1;1;;;1;1;;;;;;;4;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;;1;;;;1;;;51
28386-5061;20120201;insucesso;;;;;;10;;;;;4;1;;;;1;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;6;;;;2;1;;;1;1;;;;;1;;1;1;;;;;;;;;;;;;;;2;1;;;1;;;;;;;;;;;;;;;3;;;1;;1;;;;;;;;;;1;;1;1;;;1;;1;;1;1;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58
28391-5489;20120202;insucesso;;;;;;3;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16
29011-4114;20120101;SUCESSO;3;;3;3;;71;2;;;2;2;;;6;;5;;1;;1;;;1;;;34;3;;10;2;1;;8;8;2;;2;;;;2;2;;;18;2;2;2;2;;;;;4;;;;;10;;2;18;8;;;2;8;4;2;1;;;;;3;;25;;;;16;4;7;2;1;;;6;6;3;2;1;;;;92;2;7;7;4;39;;4;;20;2;8;3;1;1;5;;8;5;;;29;3;22;;8;5;2;37;6;3;10;4;2;6;3;2;2;1;2;;3;;;3;4;2;;;6;2;3;1;1;;;;;2;;1;1;;;;719
29016-4114;20120101;insucesso;2;2;;;;31;;;;;3;;;2;;2;;1;;;;;;;;6;;;2;;;;;;;;;1;;;1;1;;;5;;;;1;;;;3;;1;1;1;;5;5;;7;;;;;;;;;;7;3;;;;10;5;;1;7;;;;;7;3;1;1;;;2;1;2;;35;;1;1;1;9;;1;1;3;;3;1;1;;;;;;;;4;;3;;1;;;11;1;;3;1;;1;;;;;2;1;2;2;2;;;;;;;;;2;2;5;1;1;;6;;2;2;2;4;4;255
29016-5061;20120201;SUCESSO;2;;2;2;;50;9;;;1;8;4;;10;;7;2;3;;;;1;;;;6;;;;;;;1;1;1;;2;;;;3;3;2;2;14;1;1;1;6;;;;;;;;;;14;;3;14;4;;;1;1;1;;;;7;4;;;;25;12;2;1;12;3;;;;6;4;1;;;;12;;8;;31;;1;;;6;;;;2;;1;;;;;;;;;;1;;1;;1;;;1;1;1;1;1;;;;;;;;;2;;;2;1;;;;3;1;1;2;1;;;;;2;;1;;;2;;347
29379-6895;20130201;insucesso;;;;;;25;2;;;;;;;;;;;;;;;;;;;6;;;2;1;;;1;1;;;;1;;;1;1;;;1;;;;;;;;1;;;;;1;1;1;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;1;;;;;16;;1;;;5;;;;2;;;;;;;;;;;;3;;3;1;1;1;;3;1;1;1;1;1;1;;;;;1;1;;;;;7;2;;;1;;;;;5;;;;1;;;;1;;;111
30492-5384;20120202;insucesso;2;1;;;;23;1;;;;2;;;;;1;;1;;1;;;;;;4;;;1;;;;;;;;;2;;;;;;;7;;;;1;;;;;;2;2;1;;;;;3;;;;;2;;2;1;;;;;;;3;;;;3;;2;2;1;;;;;;;;;;;10;1;1;1;1;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;11;3;1;;5;;;;1;1;1;118
30492-6030;20130101;SUCESSO;2;;1;1;;31;1;;;;7;2;;;;6;1;2;;1;1;;;;;2;;;1;;;;;;;;;2;;;1;1;1;1;12;1;1;1;4;;;;;;;;;;;;;17;1;;;;6;;2;1;;;;;3;;15;1;;;9;;2;1;;;;;;1;1;1;;1;;13;1;;1;1;5;;;;2;;;;;;1;;1;;;;1;1;;;;;;;;;;;;;;;;;;;2;1;;1;1;;;;;;;3;1;7;;;;6;2;;;;2;;199
30588-5490;20120202;insucesso;1;1;;;;10;;;;;;;;;;;;;;;;;;;;5;;;2;1;;;1;1;;;;;;;;;;;1;;;;1;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;;;;;;19;;;1;;8;;;;2;;1;1;1;1;;;;;;;1;;1;1;;;;3;1;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;74
30588-5799;20130101;insucesso;1;;1;1;;10;1;1;;1;;;;;;;;;;;;;;;;5;;;1;;;;3;3;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;2;;;;;;;;;;;;1;1;1;;5;;5;1;3;2;1;9;1;1;5;1;1;3;1;1;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;85
30588-6590;20130201;insucesso;;;;;;3;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
30609-5061;20120201;insucesso;;;;;;5;1;;;;1;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;3;;;;1;;;1;1;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26
30639-5489;20120202;SUCESSO;2;2;;;;38;3;;;;7;1;;;;8;1;4;1;1;;;;;;13;;;2;;;;1;1;1;;;2;2;2;;;;;10;;;;3;;;1;;1;2;2;2;;;;;14;3;;;;6;2;4;1;1;;;;2;;20;2;;;13;1;5;4;1;;;;;2;;;;;;24;;1;2;1;5;;1;;1;;;;;;;;1;1;1;;3;;3;;3;2;2;3;1;1;3;1;1;2;1;2;1;2;1;;2;2;2;;;;;;;;;3;3;;;;;3;;3;3;;;;285
30703-5384;20120202;SUCESSO;2;2;;;;84;7;;;;8;;;1;;13;;5;;;;1;4;;;13;1;;5;3;;;;;;;3;3;2;2;;;4;4;21;;;;1;;;3;;2;1;1;1;;2;;2;45;2;;;;18;1;9;7;4;5;4;;6;8;50;1;;;31;1;10;4;3;4;3;10;5;6;2;1;;1;;52;1;2;7;2;24;;4;;13;1;6;4;3;3;1;;3;2;1;;9;3;4;;3;3;3;18;;;4;;;4;;4;;3;4;;2;2;2;;18;1;;;5;4;2;9;7;9;1;;;13;;7;7;;;;722
30705-5489;20120202;insucesso;2;;2;2;;26;1;;;1;2;;;;;;;;;;;;;;;6;;;;;;;;;;;;1;;;;;;;3;2;2;2;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;1;;;;;;18;1;;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;4;;;;2;;;;1;;;93
30705-5799;20130101;SUCESSO;3;1;2;1;1;39;8;;;5;5;1;;;;2;;;;;;;;;;16;1;;1;;;;;;;1;2;;;;;;;;9;1;1;1;2;;;;;;;;;;1;;1;1;;;;;;;;;;;;;;;5;1;;;;;;;;;;1;;1;1;;;;;31;1;1;1;;7;;;;2;;2;2;1;1;;;1;;;;2;2;;;;;;;;;;;;;;;;;;;3;1;1;1;4;1;;;2;2;1;1;1;;;;;1;;1;1;;;;190
30745-5490;20120202;SUCESSO;2;;2;2;;111;2;;;1;5;2;;;;37;2;29;3;7;3;4;;;;25;;;8;2;1;1;2;1;;1;;8;5;4;12;11;10;10;9;1;1;1;2;;;;;;;;;;;;;60;12;1;1;3;9;1;3;1;;12;4;;2;3;79;8;3;2;46;8;8;3;1;7;3;2;1;3;;;;;;61;;1;7;2;22;;5;;10;;8;4;2;1;;;1;1;1;;6;;4;;2;1;;20;2;;6;2;;2;1;;;;;;2;;;2;5;;;;;;;10;10;3;2;;;13;3;9;8;;;;852
30799-5384;20120202;SUCESSO;2;1;;;;74;4;;;1;12;4;;;;20;;18;11;7;4;;;;;25;1;;12;1;;;6;4;3;;;7;;;4;4;2;2;19;;;;6;;;;;1;1;1;;;;;;33;22;8;6;8;12;8;9;4;2;3;1;;2;;39;4;1;2;31;14;12;9;4;1;;2;1;2;;;;;;70;1;4;6;1;27;;5;;6;3;2;2;1;;2;;2;2;1;;16;;14;;7;4;4;30;3;3;9;3;3;6;3;5;3;3;;;2;2;1;;;;;;;;;1;1;20;5;1;1;8;2;1;1;2;;;796
30807-5489;20120202;SUCESSO;2;1;1;1;1;54;1;;;1;5;;;;;8;;3;1;1;1;;;;;20;3;;5;;;;;;;1;5;1;1;1;1;1;;;14;1;1;1;1;;;1;;2;;;;;;;;7;1;1;1;1;1;;1;1;;;;;1;1;16;1;1;;7;1;1;1;1;;;;;2;;;;;;64;5;4;5;2;9;;;;1;;;;;;;;;;;;3;;2;;;;;16;;;;;;;;;;;;;2;1;1;1;8;4;;;6;4;;3;2;;;;;5;;3;2;;;;341
30812-5490;20120202;SUCESSO;2;2;;;;44;1;;;;10;1;;;;;;;;;;;;;;12;;;6;1;1;;;;;;;;;;;;;;17;;;;1;;;;;5;2;2;2;;;;;21;1;;;1;5;;2;2;1;1;;;2;5;19;2;;;13;1;3;2;2;;;;;3;;;;;;84;2;2;4;2;24;;2;;11;;3;1;;;;;1;1;1;;3;1;2;;2;;;2;;;2;;;;;;;;;;2;2;2;;5;;;;;;;1;1;;;;;6;;1;1;;;;366
30813-5490;20120202;SUCESSO;3;2;1;1;;63;5;;;1;5;1;;5;;9;1;6;1;2;1;1;1;;;27;1;;8;3;;;1;1;;1;;3;1;1;1;;1;1;15;1;1;1;5;;;1;;3;;;;;6;;2;21;3;1;1;1;6;1;1;;;5;4;;;1;23;3;1;1;17;2;5;1;;5;4;2;1;1;;1;;1;;71;2;3;4;2;18;;;;5;;1;1;1;1;;;;;;;2;;2;;;;;3;1;;1;;;;;;;;1;;3;2;2;1;4;2;;;1;;;3;3;4;2;1;1;7;2;2;2;1;2;;471
30969-5799;20130101;insucesso;;;;;;14;1;;;;;;;;;;;;;;;;;;;5;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;1;;;;1;;;;;;;;;;;;3;;3;;;;;11;;;1;;;;;;;;;;;;;;14;9;;;;;;;;;;;;;;;;;;;81
31031-5384;20120202;SUCESSO;3;1;2;2;;71;4;;;3;9;1;;;;10;;6;3;;;1;;;;29;;;13;7;4;1;3;2;1;1;;1;;;6;6;7;7;18;2;2;2;3;;;1;;1;1;1;1;;;;;27;7;2;2;1;5;1;;;;3;1;;3;;29;2;;2;13;5;2;;;2;1;1;1;1;;;;;;59;1;1;1;;19;;;;10;;6;3;3;2;3;;4;3;2;;11;1;10;;4;2;1;13;5;2;6;4;2;3;3;2;2;1;;;4;1;1;2;1;;;;;;;;;;;;;2;1;;;;;;548
31136-5799;20130101;SUCESSO;2;1;1;;;73;2;;;;2;;;1;;19;1;6;2;;;3;1;;;25;3;;7;3;2;;7;6;5;1;3;3;1;1;;;1;1;8;1;1;;2;;;;;1;1;1;1;;2;;;12;5;1;1;;1;1;;;;4;1;;;;35;5;;1;10;3;1;;;4;1;3;;7;;;;;;87;;5;4;;19;;1;;8;;4;;;;1;;6;5;4;;12;;11;;9;3;2;25;5;4;21;5;4;8;2;6;1;1;;;2;1;1;;3;1;;;4;2;4;12;8;7;3;1;1;10;;9;7;1;;;637
31158-5384;20120202;insucesso;1;1;;;;27;2;;;1;2;;;1;1;3;;1;;1;;;1;;;5;;1;;;;;1;1;;;;4;;;1;1;;;7;;;;;;;3;;5;1;1;1;;3;;3;9;;;;;5;;3;3;;2;1;1;3;;10;1;;;6;;4;2;2;1;1;1;1;3;;3;1;1;1;32;1;2;6;1;8;;4;1;2;;;;;;1;1;2;2;1;1;6;;6;2;5;2;2;7;3;;5;2;;2;1;2;;2;2;1;1;1;1;;7;;;5;1;1;1;1;1;6;4;1;;8;;1;1;2;;;303
31158-5799;20130101;SUCESSO;2;1;1;1;;16;;;;;3;;;;;1;;1;;;;1;;;;5;;;;;;;1;1;1;;;1;;;1;1;;;4;1;1;1;1;;;;;2;1;1;1;;;;;1;;;;;;;;;;1;;;;;2;1;;;1;;;;;1;;;;;;;;;;14;;;;;1;;;;;;;;;;;;1;1;1;;1;;1;;1;1;1;3;1;1;1;1;1;1;1;1;1;1;;;2;1;1;1;;;;;;;;;;2;1;1;1;1;;;;1;;;106
31165-4448;20120101;insucesso;2;1;1;1;;50;5;;3;2;11;2;1;;;2;;1;;;;;;2;;16;;;7;1;;;2;;;;;1;;;;;;;20;1;1;1;5;1;1;1;;;1;1;1;;1;;1;3;1;;;;1;;;;;1;;;;;5;;;;3;1;1;;;1;;2;1;3;;2;1;;;47;;5;2;;15;2;2;;5;;3;1;;;2;1;4;3;2;;12;1;9;1;4;3;2;25;1;1;6;;;3;;2;;1;1;1;2;1;1;1;1;1;;;;;;;;10;4;2;;3;;;;2;2;2;372
