IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31986-4435;20120102;insucesso;;;;;18;2;1;2;;;;5;1;3;1;;;1;;1;;4;1;2;;;;;1;1;1;;1;1;;1;;;;1;1;;;3;;;;1;;1;;2;;;;;1;;1;7;1;;;1;;;;;;;3;3;;;;;11;2;2;;7;1;;;;;;3;3;;1;;1;1;;;1;1;;;15;1;1;2;;;7;1;1;2;;;;;;;;;;;;1;2;;;1;1;1;1;1;;9;2;;;1;1;1;4;;;3;;1;;;;1;1;;;;;1;1;;;1;1;1;;3;2;2;;;;5;;;;1;1;1;190
32015-4917;20120201;SUCESSO;1;1;;;21;1;1;2;;;;2;;1;;;;1;1;;;5;1;1;;;;;;;;;;;;;;;;1;1;;;4;;;;3;;1;;1;1;1;1;;;;;1;;;;;;;;;;;1;1;1;;;;3;1;1;;1;;;;;;;1;1;1;;;;;;;;;;;20;;1;1;;;4;;;;;;;;;;;1;1;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;100
32029-4434;20120102;insucesso;1;;;;21;1;;6;1;;;2;;1;;;;1;;;;6;;4;2;2;1;;2;1;1;;;;;;;;;1;1;;;8;;;;3;2;1;;;;;;;;;;1;;;;;;;;;;;1;1;;;;;3;;;;1;;;;;;;1;1;;1;;;;;;;;;;10;;;;;;4;;;2;;2;1;1;1;;;;;;;;4;1;1;1;;1;1;1;;2;1;1;;;;;2;1;1;2;1;1;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;125
32030-5061;20120201;insucesso;1;;1;1;54;3;1;1;;1;;8;1;4;2;1;;;;;;9;1;3;2;1;;1;3;3;3;;5;;;1;;;;3;2;1;1;13;1;1;1;1;;1;;1;;;;;1;;;9;5;;;2;2;;2;1;;;;;;;1;1;16;6;1;3;6;2;;2;2;1;;;;;2;;;1;1;1;;;;;39;2;1;2;1;1;14;1;1;7;;3;2;1;1;;;2;1;;;;13;1;1;9;2;3;2;1;1;21;5;;;3;3;;4;4;;3;3;1;1;1;1;1;1;1;;;1;9;4;;;;;;;;;17;3;2;1;5;2;;;1;;;415
32030-6400;20130102;insucesso;1;1;;;34;1;1;3;;;;2;;;;;;;;1;;5;;1;1;1;1;;2;2;;;3;;;1;;;;1;;1;1;4;;;;;;;;2;1;1;1;;;;;6;1;;;;;;;;;;;;;;1;;4;;;;3;;;;;;;;;;1;1;;;;1;;;;;23;1;;1;;1;7;;;1;;1;1;1;1;;;;;;;;7;;1;6;1;2;;;;17;2;2;1;;;;3;;;;;;;;;;;1;1;1;;7;2;;1;;;;;;;2;1;1;;2;1;;;;;;191
32035-4114;20120101;insucesso;1;;1;;27;3;;1;;;;2;1;;;;;;;;;7;;3;2;2;1;;;;;;;2;;1;;;3;;;;;3;1;1;;1;1;;;1;;;;5;;;;2;1;;;1;;;;;;;1;;;;;;4;2;1;;2;1;;;;;;1;;;;;;;;2;;;;;17;2;1;2;1;1;10;1;2;4;;2;1;1;1;2;1;2;1;1;;1;2;1;;1;;1;;;;1;1;;;;;;1;1;;;;;;;;;;1;;;;6;4;3;;3;5;4;;;;26;9;5;2;4;;;;2;5;1;231
32035-5384;20120202;insucesso;1;;1;1;15;1;;4;;;;1;;1;;;;;;;;2;;2;2;2;2;;;;;;;;;3;;;;;;;;6;1;1;1;1;;1;;;;;;;1;;;2;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;2;;;2;;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;1;;;;;;;;;;16;6;1;1;4;;;;2;;;104
32035-5799;20130101;insucesso;1;;1;1;19;1;;1;;;;;;;;;;;;;;6;;4;4;3;2;;;;;;1;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;;;;;4;;;4;;3;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;;;;;;;25;5;1;1;2;;;;2;;;113
32045-4434;20120102;insucesso;1;1;;;39;1;;4;1;;;2;1;;;;;;;;1;9;;5;3;2;1;;1;1;1;;;1;;;;;;1;1;;;7;;;;2;2;;;;1;1;1;;;;;1;1;;;;;;;;;;;;;;;;4;2;;1;1;1;;;;;;;;;;;1;;;;2;2;;;35;1;;;;;11;;;4;;2;1;;;1;1;1;1;1;1;;2;1;;2;;2;1;1;1;2;1;1;1;1;1;;2;1;1;1;1;1;1;1;1;1;;1;1;1;;1;;;;;1;1;;;;;;;;3;2;;;;;;206
32278-4434;20120102;SUCESSO;1;1;;;37;2;1;9;4;1;;4;;2;1;1;1;;;;;15;;8;4;1;;1;;;;;;;;3;;;;;;;;16;;;;6;;1;;;1;1;1;;3;;1;8;2;;;1;4;1;3;1;1;1;;;;;1;;9;;;;6;1;;4;3;1;1;;;;;;;1;1;;2;;;;21;;4;2;;1;12;;2;8;1;2;1;;;3;1;4;2;2;;;4;;;2;;2;2;2;;2;2;1;;;;;2;2;1;2;2;2;2;;;;;1;1;1;;1;;;;1;;;;2;2;4;1;;;7;1;1;1;1;1;;301
32369-4603;20120102;SUCESSO;1;;1;1;24;1;1;;;;;3;;;;;;;;1;;9;2;3;2;;;;;;;;;;;1;;;;2;2;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;;1;;;;;;;;;;;2;;;1;;1;1;;;;22;1;1;3;;;7;;;3;;1;1;1;;;;1;1;1;;;1;;;1;;1;1;;;1;1;;;;;;1;1;;1;1;;;;;;;1;;;1;3;1;;;1;1;1;1;;;;;;;1;;;;;;;137
32377-4433;20120102;insucesso;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;8
32380-4434;20120102;SUCESSO;3;2;1;1;52;2;1;4;;1;;6;;2;;1;1;;;2;6;15;;3;2;;;1;2;2;2;1;1;1;1;1;1;1;;5;4;1;1;10;;;;1;;;;1;2;2;2;6;5;;1;27;2;;;1;17;1;12;8;5;4;2;2;;;;4;24;2;1;;14;;;11;9;6;3;1;1;;3;1;;;;3;13;;9;6;48;;;1;;1;11;;;5;;1;1;1;;;;2;1;1;;;11;;;8;;6;4;3;1;18;1;1;;;;;10;1;1;6;1;3;1;1;;3;3;5;2;2;1;9;1;5;4;1;2;2;1;4;3;1;1;;;5;1;3;3;1;6;;571
32508-4448;20120101;SUCESSO;1;;1;;31;2;;5;1;1;;1;1;;;;;;;;;6;;1;1;1;;1;4;4;2;1;;;;3;;;;1;1;;;8;1;1;;1;;;;;;;;2;1;;;2;1;;;;1;1;1;;;;;;;;;;6;2;;1;1;;;;;;;;;;;;;;;3;1;;;;18;1;1;;;;3;;;2;;2;1;1;;;;1;1;;;;8;;;6;1;3;2;1;1;22;1;;;1;1;;6;;;3;;2;;1;;;;1;;;;5;;2;;;;;;1;1;7;2;2;1;3;1;1;1;;1;;223
32879-5489;20120202;SUCESSO;1;;1;1;9;;;2;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;24;1;;;;;4;;;;;;;;;;;1;1;;;;2;;1;2;;;;;;12;;;;;;;1;;;1;;1;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;83
32892-5490;20120202;insucesso;1;;1;1;15;;;1;;;;2;;1;;;;;;;;4;1;;;;;;;;;;;;;;;;;8;7;3;3;1;1;1;1;;;1;;;;;;;;;;25;;;;;12;;1;;;;2;1;;;2;;26;1;;1;13;;;6;1;;;2;1;;1;;;1;1;2;;;;;24;;;3;;1;1;;1;;;;;;;;;;;;;;6;1;;3;;;;;;8;;;;;;;2;;;;;;;;;;;1;;;1;2;;;2;;;;;;;;;;;1;;;;;;;209
32895-6030;20130101;insucesso;2;2;;;65;6;4;8;3;;;5;;4;2;;;1;;;4;23;1;6;3;;;;5;5;4;;4;;;2;1;;6;2;2;1;1;14;;;;7;2;2;1;;1;1;1;;1;;1;12;7;2;;1;;;;;;;1;;;2;1;;12;4;2;1;8;5;;;;;;1;;;;;;;;;8;5;3;3;38;3;1;3;2;1;14;1;2;9;;4;2;1;1;1;1;2;2;2;2;;9;1;;7;1;7;6;4;3;11;5;3;1;2;2;;7;4;;6;4;4;2;3;;;;2;2;2;;7;4;;;;;;;4;2;19;4;2;1;12;2;4;2;1;8;5;548
32895-6590;20130201;SUCESSO;;;;;60;2;;7;6;;;18;3;12;7;;;3;2;1;;15;1;3;1;1;;1;;;;;;;;1;;;;2;2;2;2;8;;;;6;;;;;;;;;;;;25;10;4;4;2;2;;;;;;3;2;;;;;29;5;;1;20;8;4;1;;;;3;2;;1;1;;;;1;3;;;;27;;1;2;;1;8;;;3;;3;1;1;;1;;3;1;1;;;4;;1;2;;2;2;1;;2;1;1;;;;;2;1;1;2;1;1;1;;;;;;;;;3;2;;;;;;;;;11;1;;;2;1;;;;;;395
33161-5061;20120201;SUCESSO;1;;1;1;14;;;3;;6;;1;;1;;1;1;;;;;2;;;;;;;;;;;;;;;;;;1;1;;;7;1;1;1;2;;3;;;;;;;7;;4;3;;;;;1;;1;;;;;;;;;2;4;1;;;1;;;1;1;;;;;;;;;;;;;;;;7;;;1;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;1;1;;;;;;1;1;;;;;;;;;;1;;;1;2;;;;;;;;;;;;;;1;;;;;;;95
33168-4434;20120102;insucesso;1;;1;1;11;;;3;;;;;;;;;;;;;;2;;1;;;;;2;1;1;;;;;1;;;;;;;;3;1;1;1;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;6;;;;;;1;;;;;;;;;;;;;;;;5;;1;5;;5;3;1;1;8;3;1;1;2;1;;7;3;1;4;2;1;;1;1;1;;1;;;1;;;;;;;;;;;;;;;1;;;;;;;104
33169-6402;20130102;SUCESSO;2;;1;1;19;1;1;1;;;;1;;1;1;;;;;;;8;;2;;;;;;;;;1;;;1;;;;3;3;;;4;1;1;1;;;1;;;1;1;;1;;;;3;1;;;;2;;1;1;;;1;;;;;;8;1;;;2;1;;1;1;1;;;;;;;;1;;;;;;;12;;2;2;;;5;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;1;1;;1;;;;;;;;23;6;3;1;2;1;;;1;;;150
33457-5490;20120202;insucesso;2;1;1;1;45;6;;1;;6;;;;;;;;;;;1;8;;1;;;;;1;;;;;;;2;1;;1;;;;;3;1;1;1;;;;2;;1;1;1;;8;5;;1;;;;;1;;1;1;;;;;;;;;2;;;;1;;;1;1;1;;;;;1;;;1;;;1;;1;1;29;3;;1;;;9;;1;4;;3;2;1;1;;;1;;;;3;4;1;1;2;;1;1;;;8;;;;;;1;1;;;1;;;;;;;;2;1;1;1;3;;;;;1;1;1;4;3;;;;;4;1;3;3;;2;1;228
33521-4434;20120102;insucesso;;;;;10;2;;;;;;;;;;;;;;;;4;;1;1;;;;1;1;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;3;1;;;1;;;1;;;;;;;;;;;;;;;;;8;;;1;;;3;;1;1;;;;;;1;1;1;1;;;;4;;;4;;1;1;;;13;;;;;;;3;;;1;;;;;;;;;;;;1;;;;1;;;;;;2;;;;1;;;;1;;;84
33680-4434;20120102;insucesso;;;;;22;1;;;;;;;;;;;;;;;;4;;4;1;1;;;;;;;;1;;2;1;;;;;;;4;;;;;;;;;;;;;;;;2;1;;;1;1;;1;1;;;;;;;;;3;;;;1;1;;;;;;;;;;;;1;;;;;;;10;;1;1;;;4;1;1;1;;1;;;;;;;;;;;2;;;2;;1;;;;3;1;1;1;;;;2;1;1;;;;;;;1;;;;;;2;;;;1;1;1;;1;1;;;;;3;1;1;1;;;;103
33680-5384;20120202;insucesso;;;;;21;3;;2;;1;1;1;;1;;;;;;;;3;;1;1;1;1;;1;1;1;;;;;3;2;;;;;;;3;;;;1;;;;;;;;;2;;1;2;;;;;1;;;;;;;;;;;;2;;;;2;;;1;;;;;;;;;;;;;;;;;17;1;;1;;1;2;;;1;;1;1;;;;;2;1;;;;4;;;3;;1;;;;7;1;1;1;;;1;4;1;1;2;;1;;;;;;;;;;;;;;;;;;4;1;;;;;4;;3;1;;;;129
33680-5799;20130101;insucesso;;;;;19;1;;1;;1;1;1;;;;;;;;;;3;;;;;;;;;;;;;;3;3;;;;;;;2;;;;1;1;;;1;;;;;1;;1;2;1;;;;;;;;;;1;1;;;;;2;;;;1;1;;;;;;;;;;;;;;;;;;;8;1;;;;;3;;;2;;1;1;1;1;1;;2;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;;;5;;4;4;;;;98
33695-4434;20120102;insucesso;1;;1;1;20;2;;;;2;2;4;1;1;;;;;;;2;5;;4;2;1;1;;;;;;;;;;;;;2;2;;;4;1;1;1;;;1;1;;;;;;2;1;2;5;;;;;;;;;;;1;1;;1;;;11;2;1;1;4;;;;;;;1;1;;1;1;2;2;1;;4;;3;1;13;;2;2;1;;9;1;2;5;;4;3;1;;2;2;2;2;;;1;4;;;4;1;2;2;2;2;4;1;;;;;1;2;;;2;;2;;2;1;;;1;;;1;;;;;;;;;;;;;;;1;1;;;;1;1;202
34011-6402;20130102;SUCESSO;1;;1;1;18;;;;;;;;;;;;;;;;;6;;3;;;;;1;1;;;;;;2;;;;1;1;;;3;;;;1;;;;;;;;;;;;2;1;;;;1;;;;;;;;;;;;3;1;;;2;1;;1;;;;;;;;;;;;;;;;;26;;;;;;5;;;;;;;;;;;1;1;;;;5;;;5;1;;;;;12;2;;;;;;2;1;;;;;;;;;;1;;;1;1;;;;;;;;;;1;;;;2;;;;1;;;120
34088-4435;20120102;insucesso;;;;;11;;;;;2;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;1;;;;;;2;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;12;;;;;;3;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;43
34088-6590;20130201;SUCESSO;2;1;2;2;24;3;;2;;1;;2;;2;;2;1;;;;;5;;1;;;;;1;1;;;;;;;;;;4;4;1;1;5;1;1;1;1;;;;;1;1;1;;2;;;9;1;;;;4;;2;;;;1;1;1;;;1;12;1;;;7;;;3;1;;;1;1;;2;;;1;1;1;3;;2;;14;;1;1;;;5;;1;2;1;1;1;;;;;;;;;;2;;;2;;1;1;1;;3;;;;;;;1;;;1;;1;;;;1;1;2;1;1;2;2;;;;;;;;;;7;1;1;;1;;;;;1;;193
34561-4433;20120102;SUCESSO;1;;1;1;68;3;1;8;2;1;;15;;8;;;;2;1;1;3;17;;4;2;2;;1;3;2;1;1;4;2;;6;3;3;;5;5;5;5;11;1;1;1;2;;;;1;;;;;1;;;20;5;;;1;1;;;;;;6;2;1;;;;25;5;2;;13;2;;1;;;;3;1;1;2;1;;;;2;12;;6;3;29;1;1;3;;;11;;1;5;;4;1;1;;;;1;1;1;;;5;;;4;1;3;3;3;1;6;1;1;;;;;4;;;3;;3;;1;;2;1;1;;;1;16;8;;1;2;2;2;;7;5;1;;;;8;;6;5;1;2;;490
34845-4434;20120102;insucesso;2;;1;;24;4;;4;1;;;3;;3;2;;;;;;;5;1;1;1;1;1;;1;1;;;1;;;;;;2;2;2;;;4;1;1;;1;;1;1;;1;1;;;2;1;1;9;4;1;;1;1;;;;;;;;;2;;;13;2;;;9;3;;1;;;;;;;;;2;;;;3;1;2;;19;;;1;;1;3;;;2;;1;1;1;1;1;;1;;;;;5;1;1;3;2;1;1;1;;5;3;1;1;;;;2;;;2;;1;;;;;;2;1;;;1;;;;;;;;;;5;1;1;1;3;2;;;;2;2;215
34845-5799;20130101;SUCESSO;1;;1;1;8;2;2;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;4;2;;;2;;;;;;;47
35410-4917;20120201;insucesso;;;;;33;1;1;2;;;;;;;;;;;;;;8;1;3;1;;;;;;;;1;1;;2;1;;;;;;;5;;;;1;;1;1;2;;;;1;1;;1;2;;;;;1;;;;;;1;;;;;;6;;;;1;;;;;;;1;;;;;;2;1;1;;;;;14;1;2;2;;1;7;1;1;2;;1;;;;1;1;1;1;;;;2;;;2;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;4;;1;1;2;3;1;1;1;1;2;1;;;4;;1;1;;1;1;153
35410-6895;20130201;insucesso;;;;;29;1;;;;;;2;;;;;;;;;;6;2;2;2;1;1;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;2;;;;;1;;1;;;;;;;;1;;11;1;;;2;;;1;1;;;;;;1;;;2;;;;;;;16;1;;2;;2;5;;;3;;2;2;2;1;1;1;2;2;1;1;;2;;;2;;1;1;;;2;;;;;;2;1;;;1;;;;;;;;;;;;;;;;;1;;;;;2;;;;1;;;;1;;;133
35491-5490;20120202;insucesso;1;;1;1;25;1;;;;;;1;;1;;;;1;;;;9;;3;;;;;;;;;;;;;;;1;1;1;;;2;1;1;1;1;1;;;;;;;;;;;10;1;;;;1;;1;1;;;1;;;;;;10;;;;6;;;1;1;1;;1;;;1;;;1;;;;;;;32;1;;3;;1;14;;2;3;;2;1;1;1;1;1;1;1;1;1;;3;;;3;;3;2;1;1;3;1;;;;;2;3;1;;2;1;1;;1;;;;1;;;1;;;;;;;;;3;3;;;;;3;1;2;2;;1;1;204
35558-5384;20120202;SUCESSO;1;;1;1;59;4;1;4;1;;;7;;2;;;;;;2;;9;1;3;;;;;;;;;2;1;;3;2;2;;3;3;;;12;1;1;1;6;;2;;;;;;;1;;;13;4;;;;9;3;4;3;2;2;1;;;;;;24;4;;2;12;1;;8;4;3;2;1;;;4;2;;1;1;;;;;;31;1;;5;;2;13;;2;6;1;2;2;;;;;1;;;;;3;;;2;;1;1;1;;7;2;1;;;;;1;1;1;1;1;1;1;;;;;1;;;1;3;1;;;1;1;1;;2;2;8;;;;3;;2;2;;;;365
35686-5489;20120202;SUCESSO;2;;2;2;49;7;1;4;1;;;5;1;3;;1;;;;;;18;;8;6;6;;;4;2;2;1;;;;2;2;2;;;;;;9;1;1;1;2;;;;2;;;;;;;;9;;;;;2;;1;1;;;;;;;1;;14;1;;;9;;;2;1;1;;;;;1;1;;2;;;;;;;92;1;1;6;;2;35;;3;21;1;12;9;5;;1;1;3;2;1;;;14;;1;9;;6;2;2;2;30;3;1;;1;1;;13;3;1;3;2;2;2;2;;3;1;2;;;2;;;;;;;;;3;3;;;;;4;;3;3;;;;513
35698-6030;20130101;insucesso;;;;;12;;;1;;;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;4;1;1;;;3;;1;1;;;2;;;;;;4;;;;2;1;;2;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;1;;;54
35699-5489;20120202;insucesso;;;;;18;1;;;;;;1;;1;;;;;;;;6;;2;;;;;1;1;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;13;;;;;;2;;;;;;;;;1;1;1;1;;;;3;;;2;;;;;;6;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;71
35700-5489;20120202;insucesso;3;2;2;2;52;2;1;6;3;;;25;4;12;4;2;;;;;1;11;1;2;1;;;;1;1;1;;;;;4;1;;;3;3;2;1;15;2;2;2;3;1;1;;2;1;1;1;;;;;22;8;2;;5;6;;2;1;;;2;1;;1;3;2;36;7;;1;18;7;;4;1;1;;1;1;;1;1;1;3;;1;3;1;1;;50;;2;2;;2;15;1;;7;;4;3;1;1;;;1;1;1;;;10;;;9;;7;2;2;1;14;2;;;;;;10;2;;3;;3;;2;2;1;1;4;2;2;2;2;;;2;;;;;2;2;;;;;7;1;2;2;;;;520
35718-5384;20120202;SUCESSO;1;;1;1;54;1;;8;;;;14;1;6;;2;1;;;2;;13;1;5;3;2;;1;3;2;1;1;;1;1;1;1;1;;3;3;3;3;13;;;;2;;1;;1;;;;;;;;14;;;;;7;;2;;;;1;1;;;1;;26;1;;1;14;;;6;2;;;;;;3;2;;1;;1;;;;;41;;;3;;1;17;;2;9;1;5;3;1;;2;1;5;3;1;;;13;;2;9;1;5;4;3;3;14;3;1;;1;1;;8;2;1;6;1;5;1;4;;;;1;;;1;2;1;;;;1;;1;1;1;13;9;6;4;2;;1;1;1;;;470
35751-5490;20120202;insucesso;;;;;6;;;;;;;4;;4;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;6;;;;;3;;2;;;;;;;;1;3;6;1;1;;6;;;3;2;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;2;;;;;;;;;;;;;;;;;;58
35751-5799;20130101;insucesso;;;;;18;1;;;;;;6;;6;1;1;;2;;;;5;;2;;;;;1;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;7;3;1;;1;1;;;;;;2;2;;;;;7;;;;7;3;;1;;;;2;2;;;;;1;;;;;;;21;;;;;;3;;;;;;;;;;;1;1;1;;;3;;;2;;2;;;;2;2;2;;;;;2;2;2;;;;;;;;;;;;;2;1;;;;;;;1;;;;;;1;;1;;;;;138
35754-5489;20120202;insucesso;;;;;28;2;;1;;;;1;;1;;;;;;;;5;;1;1;1;1;;;;;;;;;4;;;;1;1;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;1;5;;;;2;;;;;;;;;;;;;;;;;;;;14;;;;;;1;;;1;;1;1;1;1;;;;;;;;2;;;2;;;;;;7;;;;;;;;;;;;;;;;;;;;;;7;1;;;;2;2;;;;;;;;4;1;;;;;;107
35754-6030;20130101;insucesso;;;;;17;1;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;1;1;;;5;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;1;;;;;13;;;;;;;;;;;;;;;;;;;;;;4;;;4;;;;;;11;1;;;1;1;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;72
35754-6895;20130201;insucesso;2;;2;2;19;;;2;;;;1;;;;;;;;;;5;;;;;;;1;1;;;;;;;;;;;;;;4;2;2;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;2;;;;;;;;;;;;;;;;3;;;3;;;;;;5;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;82
35799-5384;20120202;SUCESSO;2;1;2;2;61;2;;5;1;1;;9;1;7;2;;;;;;;15;;5;1;1;;2;4;3;1;1;1;;;3;;;;3;3;;;13;1;1;1;4;;;;;1;1;1;3;1;;1;11;6;4;4;1;1;;1;1;1;1;;;;;;;21;4;2;1;9;5;3;;;;;;;;1;;;1;;3;2;;1;;48;;2;1;;;12;;;4;;1;1;1;;;;3;2;1;;;11;;1;7;1;4;2;2;;18;7;2;;3;2;;5;3;2;2;2;2;2;;;1;1;2;1;1;2;6;1;3;1;;2;;;1;;18;10;6;5;11;5;1;;2;1;;486
35816-5799;20130101;SUCESSO;1;;1;1;12;;;1;;;;2;;;;;;;;1;;2;;1;1;1;;;;;;;;;;1;;;;;;;;2;1;1;1;2;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;5;1;;1;;;;;;;;;;;2;;;;;2;2;;1;;8;;1;2;;;3;;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2;1;2;;;1;1;;;;1;;;;1;;;;1;;;82
35864-5384;20120202;SUCESSO;1;;1;1;23;;;4;;;;3;;2;;1;;;;1;;10;;3;1;1;;;2;2;;;;;;;;;;1;1;;;8;;;;3;;2;;1;;;;;;;;9;1;;;;6;;3;1;1;1;2;;;;;;8;1;1;;7;1;;5;2;;;;;;2;2;;;;;;;;;20;1;;1;;1;6;;1;2;;1;1;;;;;;;;;;3;;;2;;1;1;1;1;2;1;;;1;1;;1;1;;1;1;1;1;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;182
